sunday,open,high,low,close,volume,score
2025-09-28,80.27999877929688,81.73999786376953,80.12999725341797,81.2300033569336,2596600,21.0
2025-10-05,79.13999938964844,79.56999969482422,78.23999786376953,78.31999969482422,1301000,10.0
2025-10-12,78.72000122070312,79.41999816894531,78.47000122070312,79.19000244140625,1125100,9.0
2025-10-19,81.12000274658203,81.1500015258789,80.5999984741211,81.0,1180000,10.0
2025-10-26,81.47000122070312,82.47000122070312,81.37999725341797,82.12999725341797,2349000,19.0
2025-11-02,80.41999816894531,81.06999969482422,79.73999786376953,80.9000015258789,2606700,21.0
2025-11-09,81.13999938964844,81.4800033569336,80.2300033569336,81.3499984741211,2446900,20.0
